model,scenario,chemical_name,n_samples,n_valid_positions,absolute_rmse,absolute_mae,raw_fc_pcc,raw_fc_rmse,raw_fc_direction_accuracy
S2B D0 hierarchical none Huber,val_strain_only,Tunicamycin,24,87789,0.7194063663482666,0.4945065677165985,0.2531974676017926,0.7194063663482666,0.5944936153732244
S2B D0 hierarchical none Huber,val_strain_only,U-73122,24,91663,0.7001258730888367,0.4875143766403198,0.27809952289801143,0.7001258730888367,0.5829396812236126
S2B D0 hierarchical none Huber,val_strain_only,Valinomycin,24,87445,0.7105494141578674,0.4932979345321655,0.22626534615033664,0.7105494141578674,0.5754931671336269
S2B D0 hierarchical none Huber,val_strain_only,Wortmannin,24,90466,0.7838754653930664,0.5515177845954895,0.19450374074501273,0.7838754653930664,0.5540424026706166
S2B D1 hierarchical Morgan Huber,val_strain_only,"(1R, 2S, 5R) - (-) - Menthol",24,87632,0.7062168121337891,0.48465824127197266,0.25480093390074116,0.7062168121337891,0.5920097681212343
S2B D1 hierarchical Morgan Huber,val_strain_only,1-10 Phenanthroline monohydrate,48,174947,0.7097674012184143,0.48657333850860596,0.25297948276466664,0.7097674012184143,0.5907732055994102
S2B D1 hierarchical Morgan Huber,val_strain_only,4-Hydroxytamoxifen,24,87104,0.8197277188301086,0.5987043976783752,0.28294445541304125,0.8197277188301086,0.5869650073475385
S2B D1 hierarchical Morgan Huber,val_strain_only,Amiodarone hydrochloride,23,73670,0.8874050974845886,0.6534783840179443,0.2242889394231029,0.8874050974845886,0.5555178498710466
S2B D1 hierarchical Morgan Huber,val_strain_only,Anisomycin,48,183200,0.7022397518157959,0.48055893182754517,0.3001620074633873,0.7022397518157959,0.6075491266375546
S2B D1 hierarchical Morgan Huber,val_strain_only,Artemisinin,24,87987,0.7252141237258911,0.49886196851730347,0.18303884737932327,0.7252141237258911,0.5617079795878936
S2B D1 hierarchical Morgan Huber,val_strain_only,Brefeldin A,48,179607,0.7086338996887207,0.48477718234062195,0.27036007406764584,0.7086338996887207,0.5992027036808142
S2B D1 hierarchical Morgan Huber,val_strain_only,CHX,51,179518,0.7440916895866394,0.511221706867218,0.26530318231956884,0.7440916895866394,0.5946144676299869
S2B D1 hierarchical Morgan Huber,val_strain_only,Cisplatin,72,256795,0.7527781128883362,0.5183008313179016,0.2282855192443286,0.7527781128883362,0.5800852820343075
S2B D1 hierarchical Morgan Huber,val_strain_only,Clomiphene citrate,24,87849,0.7052037715911865,0.4846862554550171,0.2666449483797212,0.7052037715911865,0.5905360334209837
S2B D1 hierarchical Morgan Huber,val_strain_only,Clotrimazole,24,91638,0.7032353281974792,0.4798423945903778,0.3155585494831547,0.7032353281974792,0.6099434732316288
S2B D1 hierarchical Morgan Huber,val_strain_only,Cyclopiazonic acid,24,73547,0.8567980527877808,0.6271982192993164,0.3234747167650969,0.8567980527877808,0.5967748514555319
S2B D1 hierarchical Morgan Huber,val_strain_only,Desipramine hydrochloride,23,87358,0.6974167227745056,0.4778939485549927,0.3388602801768947,0.6974167227745056,0.6233430252524096
S2B D1 hierarchical Morgan Huber,val_strain_only,Dyclonine hydrochloride,13,49963,0.6896088123321533,0.4665569067001343,0.2874794933414377,0.6896088123321533,0.6015651582170807
S2B D1 hierarchical Morgan Huber,val_strain_only,EDTA,144,518606,0.7519650459289551,0.5171377062797546,0.24630264800180984,0.7519650459289551,0.5830225643359314
S2B D1 hierarchical Morgan Huber,val_strain_only,Emodin,24,86728,0.710783839225769,0.48944729566574097,0.28314884766241843,0.710783839225769,0.6026196845309473
S2B D1 hierarchical Morgan Huber,val_strain_only,Geldanamycin,24,87891,0.7102470993995667,0.485720157623291,0.25728587520944246,0.7102470993995667,0.5893663742590254
S2B D1 hierarchical Morgan Huber,val_strain_only,Haloperidol,24,91401,0.6980973482131958,0.4763753116130829,0.31826503006763524,0.6980973482131958,0.6180566952221529
S2B D1 hierarchical Morgan Huber,val_strain_only,Harmine hydrochloride,24,86918,0.7421885132789612,0.5167311429977417,0.22101052127703882,0.7421885132789612,0.581145447433213
S2B D1 hierarchical Morgan Huber,val_strain_only,Hoechst 33258,23,83761,0.8669561743736267,0.6226743459701538,0.20677308128897867,0.8669561743736267,0.5677940807774501
S2B D1 hierarchical Morgan Huber,val_strain_only,LY 294002 hydrochloride,24,88180,0.7323455810546875,0.49997878074645996,0.2671408527566102,0.7323455810546875,0.596552506237242
S2B D1 hierarchical Morgan Huber,val_strain_only,NaCl,72,254240,0.8107287287712097,0.5454745292663574,0.14851622158944636,0.8107287287712097,0.5647301762114537
S2B D1 hierarchical Morgan Huber,val_strain_only,Nigericin,24,89166,0.7583032846450806,0.529848575592041,0.25767601486625674,0.7583032846450806,0.5890810398582419
S2B D1 hierarchical Morgan Huber,val_strain_only,Nocodazole,24,84550,0.7202650308609009,0.4918067157268524,0.26389161061563965,0.7202650308609009,0.5905499704316972
S2B D1 hierarchical Morgan Huber,val_strain_only,Nystatin dihydrate,24,87755,0.7485867738723755,0.5187618136405945,0.2944566472912827,0.7485867738723755,0.6052760526465728
S2B D1 hierarchical Morgan Huber,val_strain_only,Oligomycin,24,78659,0.7553351521492004,0.5303085446357727,0.2745693519610957,0.7553351521492004,0.5991939892447146
S2B D1 hierarchical Morgan Huber,val_strain_only,Parthenolide,24,88568,0.7051483392715454,0.48751699924468994,0.32343610573009623,0.7051483392715454,0.6202917532291573
S2B D1 hierarchical Morgan Huber,val_strain_only,Rapamycin,72,259073,0.7898473143577576,0.5458430051803589,0.16583265655442211,0.7898473143577576,0.5555769995329501
S2B D1 hierarchical Morgan Huber,val_strain_only,SDS,72,255928,0.7651605606079102,0.5250072479248047,0.20870076002298704,0.7651605606079102,0.5718092588540526
S2B D1 hierarchical Morgan Huber,val_strain_only,Sorbitol,72,253614,0.7962085604667664,0.5384476184844971,0.1869778977377284,0.7962085604667664,0.5747908238504184
S2B D1 hierarchical Morgan Huber,val_strain_only,Staurosporine,24,91760,0.7000042200088501,0.4760144352912903,0.30939925114400907,0.7000042200088501,0.6121621621621621
S2B D1 hierarchical Morgan Huber,val_strain_only,Trichostatin A,24,87658,0.7344817519187927,0.5126238465309143,0.2589003427063641,0.7344817519187927,0.586004700084419
S2B D1 hierarchical Morgan Huber,val_strain_only,Trifluoperazine dihydrochloride,24,91600,0.7007628679275513,0.4771779775619507,0.324888991254137,0.7007628679275513,0.6203602620087336
S2B D1 hierarchical Morgan Huber,val_strain_only,Tunicamycin,24,87789,0.7199447751045227,0.49170053005218506,0.2570510171673649,0.7199447751045227,0.5959858296597523
S2B D1 hierarchical Morgan Huber,val_strain_only,U-73122,24,91663,0.7049429416656494,0.48381131887435913,0.28224429331946027,0.7049429416656494,0.5989003196491496
S2B D1 hierarchical Morgan Huber,val_strain_only,Valinomycin,24,87445,0.7193595170974731,0.494062602519989,0.23259747881601955,0.7193595170974731,0.5789925095774486
S2B D1 hierarchical Morgan Huber,val_strain_only,Wortmannin,24,90466,0.7693515419960022,0.5404343605041504,0.2461351770303247,0.7693515419960022,0.5807375146463865
S2B D2 hierarchical Morgan experimental FC,val_strain_only,"(1R, 2S, 5R) - (-) - Menthol",24,87632,0.7242843508720398,0.5013090372085571,0.24629868512066297,0.7242843508720398,0.584683677195545
S2B D2 hierarchical Morgan experimental FC,val_strain_only,1-10 Phenanthroline monohydrate,48,174947,0.7211381196975708,0.4965841472148895,0.24891420108407017,0.7211381196975708,0.5878351729380898
S2B D2 hierarchical Morgan experimental FC,val_strain_only,4-Hydroxytamoxifen,24,87104,0.8483670949935913,0.6226717233657837,0.2797128662283231,0.8483670949935913,0.588078618662748
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Amiodarone hydrochloride,23,73670,0.9251194000244141,0.6847971677780151,0.2309077662279168,0.9251194000244141,0.5598208225872132
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Anisomycin,48,183200,0.713279664516449,0.49011629819869995,0.2945029208375281,0.713279664516449,0.603367903930131
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Artemisinin,24,87987,0.7398015856742859,0.5108751058578491,0.17418704414518507,0.7398015856742859,0.5574232557082296
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Brefeldin A,48,179607,0.7203039526939392,0.4941011071205139,0.2640399150362412,0.7203039526939392,0.5956115296174426
S2B D2 hierarchical Morgan experimental FC,val_strain_only,CHX,51,179518,0.740591824054718,0.5089104175567627,0.2725442167731218,0.740591824054718,0.5974999721476398
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Cisplatin,72,256795,0.750285267829895,0.5170091390609741,0.23195493007708304,0.750285267829895,0.5810043030432835
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Clomiphene citrate,24,87849,0.7240522503852844,0.5015194416046143,0.2559231187072064,0.7240522503852844,0.583421552891894
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Clotrimazole,24,91638,0.7155227065086365,0.49032580852508545,0.30704963534911034,0.7155227065086365,0.6047382090399179
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Cyclopiazonic acid,24,73547,0.8944665193557739,0.6565073728561401,0.33725620414876073,0.8944665193557739,0.6072171536568453
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Desipramine hydrochloride,23,87358,0.7081710696220398,0.4875686764717102,0.33670976549862264,0.7081710696220398,0.6187870601433183
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Dyclonine hydrochloride,13,49963,0.701744556427002,0.477606862783432,0.2800572165500473,0.701744556427002,0.5979424774333006
S2B D2 hierarchical Morgan experimental FC,val_strain_only,EDTA,144,518606,0.7500123977661133,0.5157724022865295,0.25353814734303487,0.7500123977661133,0.5854984323359159
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Emodin,24,86728,0.7269639372825623,0.5021254420280457,0.2729570474600316,0.7269639372825623,0.5955400793284752
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Geldanamycin,24,87891,0.7212356328964233,0.4942459762096405,0.2514884706135507,0.7212356328964233,0.5883310008988406
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Haloperidol,24,91401,0.7105388641357422,0.48674291372299194,0.312404988941581,0.7105388641357422,0.6158357129571886
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Harmine hydrochloride,24,86918,0.7539424300193787,0.5258777737617493,0.21845074358235123,0.7539424300193787,0.5798453714995743
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Hoechst 33258,23,83761,0.8279247879981995,0.5922631621360779,0.25098348183083696,0.8279247879981995,0.5888181850741993
S2B D2 hierarchical Morgan experimental FC,val_strain_only,LY 294002 hydrochloride,24,88180,0.7324000597000122,0.49877169728279114,0.2642644391116468,0.7324000597000122,0.5941823542753459
S2B D2 hierarchical Morgan experimental FC,val_strain_only,NaCl,72,254240,0.8024784922599792,0.5395756959915161,0.16740135698807873,0.8024784922599792,0.5712987728130899
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Nigericin,24,89166,0.7180715203285217,0.49476802349090576,0.30552454955413,0.7180715203285217,0.6119821456609021
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Nocodazole,24,84550,0.7300229668617249,0.4996812641620636,0.2573340046325773,0.7300229668617249,0.5860910703725606
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Nystatin dihydrate,24,87755,0.7077881097793579,0.4828134775161743,0.3401462268097291,0.7077881097793579,0.6281579397185345
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Oligomycin,24,78659,0.7792153358459473,0.5554639101028442,0.2900713505777961,0.7792153358459473,0.5997660788975196
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Parthenolide,24,88568,0.7311399579048157,0.5139354467391968,0.3209287821186432,0.7311399579048157,0.6150980037936953
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Rapamycin,72,259073,0.7896240949630737,0.5461183786392212,0.17318177906262194,0.7896240949630737,0.5578389102685344
S2B D2 hierarchical Morgan experimental FC,val_strain_only,SDS,72,255928,0.7679715156555176,0.5273042917251587,0.21174772600491207,0.7679715156555176,0.5715943546622487
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Sorbitol,72,253614,0.7868828177452087,0.5318507552146912,0.2047954737113814,0.7868828177452087,0.5808709298382582
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Staurosporine,24,91760,0.7118585705757141,0.48506784439086914,0.300547802944577,0.7118585705757141,0.6095466434176111
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Trichostatin A,24,87658,0.7439025044441223,0.5201326012611389,0.25464453143991655,0.7439025044441223,0.5846927833169819
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Trifluoperazine dihydrochloride,24,91600,0.713564395904541,0.48720285296440125,0.31938927860763167,0.713564395904541,0.6157314410480349
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Tunicamycin,24,87789,0.7230256795883179,0.4935638904571533,0.25506730595489435,0.7230256795883179,0.5965667680461105
S2B D2 hierarchical Morgan experimental FC,val_strain_only,U-73122,24,91663,0.713505208492279,0.4921993017196655,0.27566827552823037,0.713505208492279,0.593129179712643
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Valinomycin,24,87445,0.7332055568695068,0.5062200427055359,0.22352765692381668,0.7332055568695068,0.5762936703070501
S2B D2 hierarchical Morgan experimental FC,val_strain_only,Wortmannin,24,90466,0.7163211107254028,0.49363788962364197,0.3118696750741308,0.7163211107254028,0.6107930051068909
S2B D0 hierarchical none Huber,val_both,Amphotericin B,71,253697,0.8272536993026733,0.5767679810523987,0.21720771037575354,0.8272536993026733,0.5687729850963945
S2B D0 hierarchical none Huber,val_both,FCCP,72,255059,0.8209790587425232,0.5697693824768066,0.20872472240016934,0.8209790587425232,0.5676372917638663
S2B D0 hierarchical none Huber,val_both,Hydroxyurea,72,257801,0.8452264666557312,0.5884630680084229,0.16851480479212094,0.8452264666557312,0.5583764221240414
S2B D0 hierarchical none Huber,val_both,Pentamidine isethionate,24,84151,0.7109260559082031,0.48940974473953247,0.2753034887070797,0.7109260559082031,0.5973785219426982
S2B D0 hierarchical none Huber,val_both,Raloxifene hydrochloride,6,21911,0.7510542273521423,0.522166907787323,0.25638943834590233,0.7510542273521423,0.5998356989639907
S2B D0 hierarchical none Huber,val_both,Sulfometuron methyl,24,87815,0.6984810829162598,0.4816737473011017,0.2608278080907746,0.6984810829162598,0.5898650572225702
S2B D1 hierarchical Morgan Huber,val_both,Amphotericin B,71,253697,0.938712477684021,0.6697897911071777,0.22209217314340138,0.938712477684021,0.5648036831338171
S2B D1 hierarchical Morgan Huber,val_both,FCCP,72,255059,0.8688492178916931,0.6103639006614685,0.20340955289944324,0.8688492178916931,0.5629403392940457
S2B D1 hierarchical Morgan Huber,val_both,Hydroxyurea,72,257801,0.7818447351455688,0.5411007404327393,0.18003401664743524,0.7818447351455688,0.5613981326682208
S2B D1 hierarchical Morgan Huber,val_both,Pentamidine isethionate,24,84151,0.7504530549049377,0.5299046635627747,0.2608832975821461,0.7504530549049377,0.5830114912478759
S2B D1 hierarchical Morgan Huber,val_both,Raloxifene hydrochloride,6,21911,0.7707101106643677,0.5405411124229431,0.2691025566682444,0.7707101106643677,0.6151704623248596
S2B D1 hierarchical Morgan Huber,val_both,Sulfometuron methyl,24,87815,0.7075681090354919,0.4838569462299347,0.2610486143741778,0.7075681090354919,0.5908557763480043
S2B D2 hierarchical Morgan experimental FC,val_both,Amphotericin B,71,253697,0.9125285744667053,0.6486915349960327,0.22122008991435924,0.9125285744667053,0.5653555225327852
S2B D2 hierarchical Morgan experimental FC,val_both,FCCP,72,255059,0.803860604763031,0.5592172741889954,0.21439136769806827,0.803860604763031,0.5710482672636528
S2B D2 hierarchical Morgan experimental FC,val_both,Hydroxyurea,72,257801,0.7728965282440186,0.5338438749313354,0.19602197055159262,0.7728965282440186,0.5694935240747708
S2B D2 hierarchical Morgan experimental FC,val_both,Pentamidine isethionate,24,84151,0.7198004126548767,0.5038989782333374,0.2688862566008189,0.7198004126548767,0.5885729224845813
S2B D2 hierarchical Morgan experimental FC,val_both,Raloxifene hydrochloride,6,21911,0.7879408001899719,0.5526415109634399,0.26062451745411463,0.7879408001899719,0.6124777509013737
S2B D2 hierarchical Morgan experimental FC,val_both,Sulfometuron methyl,24,87815,0.7166447043418884,0.4935736656188965,0.2561771721966381,0.7166447043418884,0.5877469680578489
S2B D0 hierarchical none Huber,val_time,"(1R, 2S, 5R) - (-) - Menthol",5,18772,0.4587838351726532,0.30805596709251404,0.431177382413131,0.4587838351726532,0.6389835925847006
S2B D0 hierarchical none Huber,val_time,4-Hydroxytamoxifen,1,1348,1.2927002906799316,0.9582183361053467,0.3283539819108867,1.2927002906799316,0.6172106824925816
S2B D0 hierarchical none Huber,val_time,Amiodarone hydrochloride,2,3957,0.9309177994728088,0.6619951128959656,0.3518012807846794,0.9309177994728088,0.6292645943896892
