model,scenario,chemical_name,n_samples,n_valid_positions,absolute_rmse,raw_fc_pcc,raw_fc_direction_accuracy,matched_control_rmse,rmse_gain_vs_matched_control
S1 C seed1,val_chem_only,Pentamidine isethionate,95,346403,0.5001537203788757,0.4083365108855899,0.6347751029869834,0.4029056429862976,-0.09724807739257812
S1 C seed1,val_chem_only,Raloxifene hydrochloride,24,81754,0.6310303807258606,0.3430371681998793,0.6109303520317049,0.5198606848716736,-0.11116969585418701
S1 C seed1,val_chem_only,Sulfometuron methyl,96,354904,0.488768070936203,0.38603518503175316,0.6353323715709037,0.35127514600753784,-0.13749292492866516
S1 C seed2,val_chem_only,Amphotericin B,282,886820,0.8355970978736877,0.2604913595684665,0.5814077264833901,0.405770868062973,-0.4298262298107147
S1 C seed2,val_chem_only,FCCP,284,891729,0.6467714309692383,0.2698026546197075,0.5827622517603442,0.3331632912158966,-0.3136081397533417
S1 C seed2,val_chem_only,Hydroxyurea,284,1015533,0.49050912261009216,0.3569784616776012,0.6220910595716732,0.3893176019191742,-0.10119152069091797
S1 C seed2,val_chem_only,Pentamidine isethionate,95,346403,0.5339308381080627,0.3727506017356384,0.6151794297393498,0.4029056429862976,-0.13102519512176514
S1 C seed2,val_chem_only,Raloxifene hydrochloride,24,81754,0.5645424127578735,0.38298660827874764,0.6237737603053062,0.5198606848716736,-0.04468172788619995
S1 C seed2,val_chem_only,Sulfometuron methyl,96,354904,0.4094924032688141,0.4494699669447902,0.6545629240583369,0.35127514600753784,-0.058217257261276245
S2C seed1,val_chem_only,Amphotericin B,282,886820,0.5664427876472473,0.325285297610601,0.6110146365666088,0.405770868062973,-0.1606719195842743
S2C seed1,val_chem_only,FCCP,284,891729,0.547525942325592,0.31760665642888536,0.6034849152601295,0.3331632912158966,-0.21436265110969543
S2C seed1,val_chem_only,Hydroxyurea,284,1015533,0.5711154341697693,0.30859960970836736,0.605937965580636,0.3893176019191742,-0.1817978322505951
S2C seed1,val_chem_only,Pentamidine isethionate,95,346403,0.4730834364891052,0.42440338781951786,0.6306729445183789,0.4029056429862976,-0.07017779350280762
S2C seed1,val_chem_only,Raloxifene hydrochloride,24,81754,0.6010904312133789,0.321490135026071,0.5956161166426107,0.5198606848716736,-0.08122974634170532
S2C seed1,val_chem_only,Sulfometuron methyl,96,354904,0.4838462173938751,0.3818922047221049,0.6237348691477131,0.35127514600753784,-0.13257107138633728
S2C seed2,val_chem_only,Amphotericin B,282,886820,0.5855491757392883,0.3137121303817604,0.603267855934688,0.405770868062973,-0.1797783076763153
S2C seed2,val_chem_only,FCCP,284,891729,0.5694893002510071,0.2991119561052616,0.5935211258128871,0.3331632912158966,-0.23632600903511047
S2C seed2,val_chem_only,Hydroxyurea,284,1015533,0.5891472697257996,0.2974667777498587,0.5998367359800223,0.3893176019191742,-0.19982966780662537
S2C seed2,val_chem_only,Pentamidine isethionate,95,346403,0.49680253863334656,0.4002651602471429,0.6313138165662537,0.4029056429862976,-0.09389689564704895
S2C seed2,val_chem_only,Raloxifene hydrochloride,24,81754,0.6373428106307983,0.2967946621306683,0.5939403576583409,0.5198606848716736,-0.11748212575912476
S2C seed2,val_chem_only,Sulfometuron methyl,96,354904,0.500282883644104,0.36393610569551293,0.6232305074048193,0.35127514600753784,-0.14900773763656616
S2C two-seed mean,val_chem_only,Amphotericin B,282,886820,0.5677229762077332,0.3243368411538321,0.609442727949302,0.405770868062973,-0.16195210814476013
S2C two-seed mean,val_chem_only,FCCP,284,891729,0.5499485731124878,0.312935366687613,0.6003326122622455,0.3331632912158966,-0.2167852818965912
S2C two-seed mean,val_chem_only,Hydroxyurea,284,1015533,0.5717589259147644,0.307608996600495,0.6051570948457607,0.3893176019191742,-0.1824413239955902
S2C two-seed mean,val_chem_only,Pentamidine isethionate,95,346403,0.47537270188331604,0.4197540577963,0.6344315724748342,0.4029056429862976,-0.07246705889701843
S2C two-seed mean,val_chem_only,Raloxifene hydrochloride,24,81754,0.6065258979797363,0.3154394103018859,0.5982092619321379,0.5198606848716736,-0.08666521310806274
S2C two-seed mean,val_chem_only,Sulfometuron methyl,96,354904,0.4834437966346741,0.3785708649389795,0.6262961251493362,0.35127514600753784,-0.13216865062713623
D0 seed1,val_strain_only,"(1R, 2S, 5R) - (-) - Menthol",24,87632,0.7025564908981323,0.24677962804653134,0.5813287383604163,0.34805646538734436,-0.35450002551078796
D0 seed1,val_strain_only,1-10 Phenanthroline monohydrate,48,174947,0.6997125148773193,0.25691646172120725,0.5885896871623978,0.35278311371803284,-0.3469294011592865
D0 seed1,val_strain_only,4-Hydroxytamoxifen,24,87104,0.7231800556182861,0.28107950607060184,0.587665319617928,0.4519001245498657,-0.2712799310684204
D0 seed1,val_strain_only,Amiodarone hydrochloride,23,73670,0.8329519629478455,0.1656505944772813,0.537749423103027,0.5889292359352112,-0.24402272701263428
D0 seed1,val_strain_only,Anisomycin,48,183200,0.6965605616569519,0.2945479963230099,0.5945687772925764,0.37533098459243774,-0.32122957706451416
D0 seed1,val_strain_only,Artemisinin,24,87987,0.7187502384185791,0.1739647633239171,0.5554456908406924,0.3194447159767151,-0.399305522441864
D0 seed1,val_strain_only,Brefeldin A,48,179607,0.6981097459793091,0.2716607493420139,0.5914635843814551,0.3586706817150116,-0.3394390642642975
D0 seed1,val_strain_only,CHX,51,179518,0.8047993183135986,0.25387077902595523,0.5894784924074467,0.4087584316730499,-0.3960408866405487
D0 seed1,val_strain_only,Cisplatin,72,256795,0.7452461123466492,0.2326479494692429,0.5819739480908896,0.3453108072280884,-0.3999353051185608
D0 seed1,val_strain_only,Clomiphene citrate,24,87849,0.694948136806488,0.26234737464238295,0.5820441894614623,0.340463787317276,-0.35448434948921204
D0 seed1,val_strain_only,Clotrimazole,24,91638,0.6911317706108093,0.31022863494952657,0.6050328466356751,0.378872275352478,-0.3122594952583313
D0 seed1,val_strain_only,Cyclopiazonic acid,24,73547,0.853641927242279,0.18488183872780473,0.5529933239968999,0.6291213035583496,-0.22452062368392944
D0 seed1,val_strain_only,Desipramine hydrochloride,23,87358,0.6867542862892151,0.33100401490131043,0.6115181208360997,0.39586612582206726,-0.2908881604671478
D0 seed1,val_strain_only,Dyclonine hydrochloride,13,49963,0.6784054040908813,0.2806522624075989,0.5967816183976142,0.35048073530197144,-0.3279246687889099
D0 seed1,val_strain_only,EDTA,144,518606,0.8156610131263733,0.23171646793247616,0.573928955700474,0.35599082708358765,-0.45967018604278564
D0 seed1,val_strain_only,Emodin,24,86728,0.7157895565032959,0.2574008300330629,0.5831911262798635,0.4034174680709839,-0.312372088432312
D0 seed1,val_strain_only,Geldanamycin,24,87891,0.7001516222953796,0.25422757922852723,0.5917556973979133,0.3497157692909241,-0.35043585300445557
D0 seed1,val_strain_only,Haloperidol,24,91401,0.689429759979248,0.3150713393197345,0.6115469196179473,0.3767552673816681,-0.31267449259757996
D0 seed1,val_strain_only,Harmine hydrochloride,24,86918,0.7327214479446411,0.22411047595521752,0.5771761890517499,0.43227535486221313,-0.300446093082428
D0 seed1,val_strain_only,Hoechst 33258,23,83761,0.8752245903015137,0.18608581814234398,0.55454208999415,0.6847280859947205,-0.1904965043067932
D0 seed1,val_strain_only,LY 294002 hydrochloride,24,88180,0.7290210127830505,0.24827535644751997,0.5811635291449309,0.442640095949173,-0.28638091683387756
D0 seed1,val_strain_only,NaCl,72,254240,0.8014753460884094,0.15759370412573448,0.5671491504090623,0.4323720932006836,-0.36910325288772583
D0 seed1,val_strain_only,Nigericin,24,89166,0.7644661664962769,0.22877387635263727,0.5744678464885719,0.5036889910697937,-0.26077717542648315
D0 seed1,val_strain_only,Nocodazole,24,84550,0.7123975157737732,0.25971911257628283,0.5865405085748078,0.4053686261177063,-0.3070288896560669
D0 seed1,val_strain_only,Nystatin dihydrate,24,87755,0.7616527676582336,0.2551187297795203,0.5823143980399977,0.5283347964286804,-0.23331797122955322
D0 seed1,val_strain_only,Oligomycin,24,78659,0.7661067247390747,0.2488227011233862,0.5947952554698127,0.5178152322769165,-0.2482914924621582
D0 seed1,val_strain_only,Parthenolide,24,88568,0.7075190544128418,0.2974182625449781,0.6026781681871556,0.4310588538646698,-0.276460200548172
D0 seed1,val_strain_only,Rapamycin,72,259073,0.8511754274368286,0.1614462592507337,0.5487410884190942,0.3784373700618744,-0.4727380573749542
D0 seed1,val_strain_only,SDS,72,255928,0.8502220511436462,0.19952446616099262,0.5597511800193804,0.35737958550453186,-0.4928424656391144
D0 seed1,val_strain_only,Sorbitol,72,253614,0.8549331426620483,0.1795148831225473,0.5671295748657409,0.43918493390083313,-0.4157482087612152
D0 seed1,val_strain_only,Staurosporine,24,91760,0.6902004480361938,0.30611321871736447,0.6035854402789886,0.36498501896858215,-0.3252154290676117
D0 seed1,val_strain_only,Trichostatin A,24,87658,0.7292556166648865,0.25641077564023296,0.5803349380547126,0.4485454857349396,-0.2807101309299469
D0 seed1,val_strain_only,Trifluoperazine dihydrochloride,24,91600,0.6880664825439453,0.32594910664282845,0.6105349344978166,0.39752334356307983,-0.2905431389808655
D0 seed1,val_strain_only,Tunicamycin,24,87789,0.7194063663482666,0.2531974676017926,0.5944936153732244,0.38615918159484863,-0.33324718475341797
D0 seed1,val_strain_only,U-73122,24,91663,0.7001258730888367,0.27809952289801143,0.5829396812236126,0.36856386065483093,-0.33156201243400574
D0 seed1,val_strain_only,Valinomycin,24,87445,0.7105494141578674,0.22626534615033664,0.5754931671336269,0.3564397096633911,-0.3541097044944763
D0 seed1,val_strain_only,Wortmannin,24,90466,0.7838754653930664,0.19450374074501273,0.5540424026706166,0.5026594400405884,-0.281216025352478
D0 seed2,val_strain_only,"(1R, 2S, 5R) - (-) - Menthol",24,87632,0.691356897354126,0.24823688876079,0.5836224210334124,0.34805646538734436,-0.3433004319667816
D0 seed2,val_strain_only,1-10 Phenanthroline monohydrate,48,174947,0.6904211044311523,0.2548751278780929,0.587200695067649,0.35278311371803284,-0.3376379907131195
D0 seed2,val_strain_only,4-Hydroxytamoxifen,24,87104,0.7102600932121277,0.29563356583137945,0.5976763409257898,0.4519001245498657,-0.25835996866226196
D0 seed2,val_strain_only,Amiodarone hydrochloride,23,73670,0.8145797252655029,0.17700827653451862,0.5403692140627121,0.5889292359352112,-0.22565048933029175
D0 seed2,val_strain_only,Anisomycin,48,183200,0.6856139302253723,0.3036541589630813,0.6029967248908297,0.37533098459243774,-0.31028294563293457
D0 seed2,val_strain_only,Artemisinin,24,87987,0.7056658864021301,0.18442271035204155,0.5592303408458068,0.3194447159767151,-0.38622117042541504
D0 seed2,val_strain_only,Brefeldin A,48,179607,0.6864750385284424,0.28151609133994054,0.5987628544544478,0.3586706817150116,-0.3278043568134308
D0 seed2,val_strain_only,CHX,51,179518,0.783069908618927,0.2556876543740911,0.5848382891966265,0.4087584316730499,-0.3743114769458771
D0 seed2,val_strain_only,Cisplatin,72,256795,0.7579823136329651,0.2228632938524443,0.5773476897914679,0.3453108072280884,-0.4126715064048767
D0 seed2,val_strain_only,Clomiphene citrate,24,87849,0.6754721403121948,0.278884940685919,0.5930061810606837,0.340463787317276,-0.3350083529949188
D0 seed2,val_strain_only,Clotrimazole,24,91638,0.6806560158729553,0.324003347893431,0.6103254108557585,0.378872275352478,-0.3017837405204773
D0 seed2,val_strain_only,Cyclopiazonic acid,24,73547,0.8352468013763428,0.20028884098552194,0.5600092457884074,0.6291213035583496,-0.20612549781799316
D0 seed2,val_strain_only,Desipramine hydrochloride,23,87358,0.6693629622459412,0.353969877128925,0.6231484237276494,0.39586612582206726,-0.2734968364238739
D0 seed2,val_strain_only,Dyclonine hydrochloride,13,49963,0.6687797904014587,0.29230536928531287,0.6047475131597382,0.35048073530197144,-0.3182990550994873
D0 seed2,val_strain_only,EDTA,144,518606,0.7874798774719238,0.24465972058288737,0.5800588500711523,0.35599082708358765,-0.4314890503883362
D0 seed2,val_strain_only,Emodin,24,86728,0.6965787410736084,0.27928304876675514,0.5932340190019371,0.4034174680709839,-0.2931612730026245
